RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2024,11290,성북구,13600,하월곡동,1,대지,0226,0000,월곡래미안루나밸리,2024-09-28,100000,114.93,0.000000,2,,,2007,아파트,중개거래,서울 성북구
2024,11320,도봉구,10800,도봉동,1,대지,0580,0023,노블리안(580-23),2024-09-28,24300,56.92,31.000000,2,,,2014,연립다세대,중개거래,서울 도봉구
2024,11740,강동구,10600,둔촌동,1,대지,0484,0000,삼경주택나동,2024-09-28,38000,41.64,28.000000,-1,,,1986,연립다세대,중개거래,"서울 강동구, 서울 성동구"
2024,11560,영등포구,13200,신길동,1,대지,0456,0008,원하우스,2024-09-28,17800,22.08,12.000000,2,,,2002,연립다세대,중개거래,서울 영등포구
2024,11140,중구,16200,신당동,1,대지,0843,0000,삼성,2024-09-28,110000,84.96,0.000000,8,,,1999,아파트,중개거래,서울 중구
2024,11650,서초구,10200,양재동,1,대지,0160,0002,우성KBS(113동),2024-09-28,140000,84.69,0.000000,11,,,1996,아파트,중개거래,서울 서초구
2024,11560,영등포구,13200,신길동,1,대지,4518,0000,우성2,2024-09-28,91300,64.4,0.000000,6,,,1986,아파트,중개거래,"서울 동작구, 서울 영등포구"
2024,11530,구로구,10200,구로동,1,대지,0256,0001,삼성래미안,2024-09-28,101000,110.188,0.000000,18,,,2004,아파트,중개거래,서울 구로구
2024,11560,영등포구,13200,신길동,1,대지,4934,0000,삼성래미안,2024-09-28,81500,59.33,0.000000,17,,,2001,아파트,중개거래,서울 영등포구
2024,11380,은평구,11400,진관동,1,대지,0083,0000,우물골2단지두산위브(204~208동)BL2-5,2024-09-28,81700,59.89,0.000000,7,,,2009,아파트,중개거래,서울 은평구
2024,11680,강남구,11800,도곡동,1,대지,0091,0005,삼성래미안,2024-09-28,330000,122.81,0.000000,7,,,2001,아파트,중개거래,서울 강남구
2024,11380,은평구,10700,응암동,,,,,,2024-09-28,100000,198.3,118.000000,,,,1994,단독다가구,중개거래,서울 은평구
2024,11650,서초구,10100,방배동,1,대지,2626,0000,삼성래미안1,2024-09-28,145000,84.91,0.000000,1,,,2003,아파트,중개거래,서울 서초구
2024,11350,노원구,10200,월계동,1,대지,0496,0041,삼성맨션,2024-09-28,34400,70.36,38.000000,3,,,2002,연립다세대,중개거래,"서울 강북구, 서울 성북구"
2024,11200,성동구,11100,금호동3가,1,대지,1344,0039,삼성빌1차,2024-09-28,83000,56.34,26.000000,3,,,2002,연립다세대,중개거래,"서울 강남구, 서울 성동구"
2024,11440,마포구,10800,대흥동,1,대지,0660,0000,대흥동태영아파트,2024-09-28,160000,84.77,0.000000,16,,,1999,아파트,중개거래,서울 마포구
2024,11140,중구,16200,신당동,1,대지,0844,0000,남산타운,2024-09-28,156000,114.88,0.000000,16,,,2002,아파트,중개거래,서울 중구
2024,11140,중구,16200,신당동,1,대지,0844,0000,남산타운,2024-09-28,132000,84.88,0.000000,10,,,2002,아파트,중개거래,서울 중구
2024,11110,종로구,11800,내수동,1,대지,0075,0000,용비어천가,2024-09-28,23100,30.36,38.440000,10,,,2004,오피스텔,중개거래,서울 종로구
2024,11215,광진구,10300,구의동,1,대지,0661,0000,용마홈타운,2024-09-28,42000,64.89,51.000000,1,,,2006,연립다세대,중개거래,서울 광진구
2024,11740,강동구,10800,성내동,1,대지,0292,0003,삼성아트빌(A동),2024-09-28,29800,31.69,19.000000,5,,,2014,연립다세대,중개거래,서울 강동구
2024,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(삼성),2024-09-28,78000,59.85,0.000000,22,,,2003,아파트,중개거래,서울 관악구
2024,11500,강서구,10300,화곡동,1,대지,0333,0012,삼성주택나동(333-12),2024-09-28,19700,50.73,23.000000,3,,,2001,연립다세대,중개거래,서울 강서구
2024,11740,강동구,10600,둔촌동,1,대지,0170,0001,올림픽파크 포레온,2024-09-28,225528,84.99,0.000000,10,입주권,,0,아파트,중개거래,서울 강동구
2024,11740,강동구,10600,둔촌동,1,대지,0170,0001,올림픽파크 포레온,2024-09-28,225528,84.99,0.000000,10,입주권,,0,아파트,중개거래,서울 강동구
2024,11410,서대문구,12000,남가좌동,1,대지,0376,0000,남가좌동현대,2024-09-28,88000,84.78,0.000000,12,,,1999,아파트,중개거래,서울 서대문구
2024,11230,동대문구,11000,이문동,,,,,,2024-09-28,123000,74.12,122.000000,,,,1976,단독다가구,중개거래,서울 동대문구
2024,11200,성동구,11300,옥수동,1,대지,0528,0000,옥수파크힐스101동~116동,2024-09-28,179000,59.88,0.000000,9,,,2016,아파트,중개거래,"서울 서초구, 서울 은평구"
2024,11740,강동구,10900,천호동,1,대지,0296,0007,예담파크뷰,2024-09-28,53000,47.04,27.000000,3,,,2022,연립다세대,직거래,
2024,11215,광진구,10300,구의동,1,대지,0221,0021,영화빌리지,2024-09-28,40500,58.8,34.000000,2,,,2003,연립다세대,중개거래,서울 광진구
2024,11215,광진구,10100,중곡동,1,대지,0247,0057,영하우스,2024-09-28,28000,20.13,16.000000,3,,,2019,연립다세대,중개거래,서울 광진구
2024,11290,성북구,13600,하월곡동,1,대지,0228,0000,꿈의숲푸르지오,2024-09-28,72200,59.65,0.000000,12,,,2010,아파트,중개거래,서울 성북구
2024,11560,영등포구,10500,영등포동4가,1,대지,0443,0000,영등포 센트럴 푸르지오 시티,2024-09-28,22400,29.75,41.850000,14,,,2013,오피스텔,중개거래,서울 영등포구
2024,11410,서대문구,11700,연희동,1,대지,0745,0000,연희자이엘라,2024-09-28,15900,13.642,0.000000,9,,,2014,아파트,중개거래,서울 서대문구
2024,11680,강남구,10100,역삼동,1,대지,0701,0001,역삼아르누보씨티,2024-09-28,19500,27.84,36.830000,15,,,2008,오피스텔,중개거래,"서울 강남구, 서울 강서구"
2024,11560,영등포구,10200,영등포동1가,1,대지,0092,0004,여의도투웨니퍼스트,2024-09-28,37000,42.31,52.280000,8,,,2018,오피스텔,중개거래,서울 영등포구
2024,11500,강서구,10300,화곡동,1,대지,0163,0025,동남주택(163-25),2024-09-28,16300,47.3,22.000000,4,,,2003,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10100,염창동,1,대지,0274,0002,에이치밸리움2차,2024-09-28,52900,41.55,11.000000,12,,20241112,2021,연립다세대,중개거래,경기 부천시 오정구
2024,11380,은평구,10700,응암동,1,대지,0099,0004,에이스하임(A동),2024-09-28,46000,49.24,28.000000,4,,,2022,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,0714,0000,삼익4단지아파트,2024-09-28,32000,39.6,0.000000,5,,,1994,아파트,중개거래,서울 노원구
2024,11560,영등포구,12900,양평동5가,1,대지,0076,0000,양평한신,2024-09-28,83000,59.94,0.000000,4,,,1996,아파트,중개거래,서울 영등포구
2024,11590,동작구,10500,흑석동,1,대지,0341,0000,아크로리버하임,2024-09-28,234000,84.918,0.000000,13,,,2019,아파트,중개거래,서울 동작구
2024,11350,노원구,10200,월계동,1,대지,0013,0000,삼호3,2024-09-28,75500,59.22,0.000000,4,,,1986,아파트,중개거래,서울 노원구
2024,11740,강동구,10900,천호동,1,대지,0432,0007,아스하임,2024-09-28,18500,12.88,0.000000,10,,,2021,아파트,중개거래,서울 강동구
2024,11290,성북구,13400,길음동,1,대지,1286,0000,길음뉴타운9단지(래미안),2024-09-28,117000,84.96,0.000000,3,,,2010,아파트,중개거래,서울 성북구
2024,11650,서초구,10100,방배동,1,대지,1002,0021,삼환나띠르빌(1002-21),2024-09-28,137500,92.93,0.000000,8,,,2003,아파트,중개거래,서울 서초구
2024,11230,동대문구,10600,장안동,1,대지,0587,0000,동대문더퍼스트데시앙,2024-09-28,99200,84.977,0.000000,14,,,2019,아파트,중개거래,서울 동대문구
2024,11350,노원구,10500,상계동,1,대지,0666,0000,상계주공10(저층),2024-09-28,45000,47.34,0.000000,3,,,1988,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,0652,0000,상계주공11(고층),2024-09-28,54500,49.94,0.000000,9,,,1988,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,0637,0000,상계주공13(고층),2024-09-28,38600,41.3,0.000000,12,,,1989,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,0637,0000,상계주공13(고층),2024-09-28,44500,58.01,0.000000,14,,,1989,아파트,중개거래,서울 노원구
2024,11620,관악구,10300,남현동,1,대지,1072,0099,신흥빌라B,2024-09-28,20500,29.88,23.000000,2,,,1990,연립다세대,중개거래,서울 동작구
2024,11290,성북구,13400,길음동,1,대지,1281,0000,길음뉴타운4단지(e편한세상),2024-09-28,95000,84.64,0.000000,15,,,2005,아파트,중개거래,서울 성북구
2024,11230,동대문구,10700,청량리동,1,대지,0199,0208,동일스카이씨티빌,2024-09-28,23000,27.96,22.000000,2,,,2014,연립다세대,중개거래,서울 동대문구
2024,11350,노원구,10500,상계동,1,대지,0720,0000,상계주공6(고층),2024-09-28,54000,49.94,0.000000,4,,,1988,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,0670,0000,상계주공9(고층),2024-09-28,67000,66.56,0.000000,6,,,1988,아파트,중개거래,서울 노원구
2024,11290,성북구,13400,길음동,1,대지,1280,0000,길음뉴타운2단지푸르지오,2024-09-28,83600,84.97,0.000000,6,,,2005,아파트,중개거래,서울 성북구
2024,11470,양천구,10300,신월동,1,대지,1055,0000,신정두산위브,2024-09-28,89000,75.63,0.000000,15,,,2012,아파트,중개거래,서울 양천구
2024,11470,양천구,10100,신정동,1,대지,0743,0002,신정6현대,2024-09-28,59500,59.4,0.000000,17,,,2000,아파트,중개거래,서울 양천구
2024,11590,동작구,10200,상도동,1,대지,0065,0074,상도 푸르지오 클라베뉴,2024-09-28,126000,74.995,0.000000,14,분양권,,0,아파트,중개거래,서울 영등포구
2024,11590,동작구,10200,상도동,1,대지,0065,0074,상도 푸르지오 클라베뉴,2024-09-28,130600,84.919,0.000000,5,분양권,,0,아파트,중개거래,서울 동작구
2024,11560,영등포구,12400,문래동6가,1,대지,0029,0000,신일아르디세,2024-09-28,47500,78.98,95.750000,5,,,2005,오피스텔,중개거래,서울 영등포구
2024,11590,동작구,10200,상도동,1,대지,0412,0000,상도현대,2024-09-28,62700,59.72,0.000000,4,,,2003,아파트,중개거래,서울 관악구
2024,11680,강남구,11400,일원동,1,대지,0734,0000,상록수,2024-09-28,206500,74.54,0.000000,5,,,1993,아파트,중개거래,서울 강남구
2024,11470,양천구,10300,신월동,1,대지,0987,0001,신월시영,2024-09-28,56500,50.67,0.000000,4,,,1988,아파트,중개거래,서울 양천구
2024,11215,광진구,10500,자양동,1,대지,0221,0008,신세계빌라,2024-09-28,23000,26.66,14.000000,4,,,2002,연립다세대,중개거래,서울 광진구
2024,11260,중랑구,10200,상봉동,1,대지,0101,0019,상봉베스트원,2024-09-28,13500,13.265,0.000000,7,,,2019,아파트,중개거래,서울 중랑구
2024,11380,은평구,10900,신사동,1,대지,0365,0000,신사동한신휴플러스,2024-09-28,75500,114.49,0.000000,12,,,2003,아파트,중개거래,서울 은평구
2024,11710,송파구,11200,오금동,1,대지,0165,0000,상아2차아파트,2024-09-28,119000,84.98,0.000000,12,,,1988,아파트,중개거래,"서울 강동구, 서울 송파구"
2024,11110,종로구,17500,숭인동,1,대지,0202,0003,종로중흥S클래스,2024-09-27,12950,19.466,0.000000,14,,,2013,아파트,중개거래,서울 종로구
2024,11170,용산구,11900,효창동,1,대지,0005,0821,효창밸류B동,2024-09-27,46000,26.19,16.000000,3,,,2016,연립다세대,중개거래,서울 용산구
2024,11560,영등포구,12900,양평동5가,1,대지,0076,0000,양평한신,2024-09-27,124500,84.87,0.000000,16,,,1996,아파트,중개거래,서울 영등포구
2024,11560,영등포구,13200,신길동,1,대지,4964,0000,신길센트럴자이아파트,2024-09-27,129000,59.98,0.000000,13,,,2021,아파트,중개거래,서울 영등포구
2024,11560,영등포구,12900,양평동5가,1,대지,0076,0000,양평한신,2024-09-27,84000,59.94,0.000000,4,,,1996,아파트,중개거래,서울 영등포구
2024,11140,중구,13800,필동2가,1,대지,0084,0006,젬스톤헤리티지,2024-09-27,93200,65.08,46.000000,1,,,2022,연립다세대,직거래,
2024,11470,양천구,10200,목동,1,대지,0318,0136,제일빌라,2024-09-27,18000,55.01,27.000000,3,,,1993,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,0169,0011,우림텔(A동),2024-09-27,12500,62.39,35.000000,5,,,2003,연립다세대,직거래,
2024,11215,광진구,10500,자양동,,,,,,2024-09-27,254000,275.02,138.000000,,,,2015,단독다가구,중개거래,서울 광진구
2024,11740,강동구,10300,상일동,1,대지,0490,0000,고덕리엔파크3단지,2024-09-27,90000,59.83,0.000000,7,,,2011,아파트,중개거래,"서울 강동구, 서울 강북구"
2024,11350,노원구,10400,하계동,1,대지,0255,0001,삼익선경,2024-09-27,87000,107.95,0.000000,10,,,1993,아파트,중개거래,서울 노원구
2024,11530,구로구,10200,구로동,1,대지,0429,0028,도담마을(429-28),2024-09-27,40000,51.54,31.000000,3,,,2023,연립다세대,직거래,
2024,11170,용산구,13300,서빙고동,,,,,,2024-09-27,405000,476.86,235.000000,,,,1995,단독다가구,중개거래,서울 용산구
2024,11305,강북구,10300,수유동,1,대지,0313,0029,양지쉐르빌(313-29),2024-09-27,18500,29.15,21.000000,3,,,2018,연립다세대,중개거래,서울 강북구
2024,11560,영등포구,13000,양평동6가,1,대지,0020,0001,"아트리버빌B동,C동",2024-09-27,31500,40.33,23.000000,3,,,2015,연립다세대,중개거래,서울 영등포구
2024,11500,강서구,10900,방화동,1,대지,0583,0011,정현그린빌,2024-09-27,23000,43.09,22.000000,4,,,2002,연립다세대,중개거래,서울 강서구
2024,11530,구로구,10200,구로동,1,대지,0429,0028,도담마을(429-28),2024-09-27,40000,51.54,31.000000,2,,,2023,연립다세대,직거래,
2024,11350,노원구,10500,상계동,1,대지,1312,0000,수락리버시티3단지,2024-09-27,64200,84.81,0.000000,9,,,2009,아파트,중개거래,서울 노원구
2024,11290,성북구,13300,정릉동,1,대지,0210,0000,정릉푸른마을동아,2024-09-27,64000,84.96,0.000000,7,,,2003,아파트,중개거래,서울 성북구
2024,11530,구로구,10700,개봉동,1,대지,0487,0000,개봉동상우,2024-09-27,60000,67.96,0.000000,15,,,2005,아파트,중개거래,서울 구로구
2024,11620,관악구,10200,신림동,,,,,,2024-09-27,200000,467.68,253.000000,,,,1992,단독다가구,직거래,
2024,11380,은평구,10800,역촌동,1,대지,0016,0018,세민하이파크,2024-09-27,20500,40.71,52.480000,5,,,null,오피스텔,중개거래,"서울 서대문구, 서울 은평구"
2024,11740,강동구,10100,명일동,1,대지,0251,0001,현대(명일),2024-09-27,70000,57.09,0.000000,1,,,1988,아파트,중개거래,서울 강동구
2024,11650,서초구,10700,반포동,1,대지,0001,0000,래미안원베일리,2024-09-27,383000,59.96,0.000000,25,,,2023,아파트,중개거래,서울 서초구
2024,11290,성북구,13300,정릉동,1,대지,0703,0005,(703-5),2024-09-27,19000,46.61,26.000000,1,,,1994,연립다세대,중개거래,서울 성북구
2024,11710,송파구,11400,마천동,1,대지,0019,0009,로드하우스,2024-09-27,36500,57.79,33.000000,2,,,2002,연립다세대,중개거래,서울 송파구
2024,11290,성북구,13900,석관동,,,,,,2024-09-27,50000,67.37,102.000000,,,,1972,단독다가구,중개거래,"서울 동대문구, 서울 성북구"
2024,11305,강북구,10300,수유동,1,대지,0472,0531,로얄맨션,2024-09-27,21700,62.8,45.000000,1,,,1996,연립다세대,중개거래,서울 강북구
2024,11680,강남구,11800,도곡동,1,대지,0193,0077,상미빌라,2024-09-27,63000,57.12,30.000000,4,,,2004,연립다세대,중개거래,서울 강남구
2024,11710,송파구,10400,송파동,1,대지,0176,0000,로얄빌리지,2024-09-27,58000,73.25,43.000000,2,,,1994,연립다세대,중개거래,서울 송파구
2024,11170,용산구,12100,용문동,,,,,,2024-09-27,265100,232.77,171.000000,,,,1974,단독다가구,중개거래,서울 용산구
2024,11680,강남구,10300,개포동,1,대지,1231,0015,금성하이츠,2024-09-27,40500,34.83,16.000000,2,,,1993,연립다세대,중개거래,서울 강남구
2024,11710,송파구,10400,송파동,1,대지,0243,0000,래미안송파파인탑,2024-09-27,133000,64.66,0.000000,8,,,2012,아파트,직거래,
2024,11215,광진구,10100,중곡동,1,대지,0147,0141,대신빌라,2024-09-27,23500,56.47,29.000000,2,,,1993,연립다세대,중개거래,서울 광진구
2024,11530,구로구,10700,개봉동,1,대지,0481,0000,현대,2024-09-27,90000,114.99,0.000000,20,,,2001,아파트,중개거래,서울 구로구
2024,11680,강남구,10300,개포동,1,대지,1282,0000,개포래미안포레스트,2024-09-27,270000,74.66,0.000000,6,,,2020,아파트,중개거래,"서울 강남구, 서울 서초구"
2024,11710,송파구,10400,송파동,1,대지,0163,0014,현대,2024-09-27,98400,59.91,0.000000,22,,,1997,아파트,중개거래,서울 송파구
2024,11710,송파구,10300,풍납동,1,대지,0506,0000,동아한가람1,2024-09-27,117000,84.38,0.000000,8,,,1995,아파트,중개거래,"서울 강동구, 서울 송파구"
2024,11740,강동구,10800,성내동,1,대지,0226,0067,삼성아트빌(226-67),2024-09-27,20000,33.47,19.000000,5,,,2015,연립다세대,중개거래,서울 강동구
2024,11305,강북구,10100,미아동,,,,,,2024-09-27,74500,145.53,102.000000,,,,1993,단독다가구,중개거래,"서울 강북구, 서울 동대문구"
2024,11710,송파구,11300,거여동,1,대지,0014,0008,현대골든빌라,2024-09-27,33000,65.08,34.000000,1,,,1991,연립다세대,중개거래,서울 송파구
2024,11680,강남구,11800,도곡동,1,대지,0538,0003,래미안도곡카운티,2024-09-27,310000,93.07,0.000000,3,,,2016,아파트,중개거래,서울 강남구
2024,11530,구로구,10200,구로동,1,대지,0429,0028,도담마을(429-28),2024-09-27,40000,32.22,19.000000,4,,,2023,연립다세대,직거래,
2024,11680,강남구,10600,대치동,1,대지,1027,0000,래미안대치팰리스,2024-09-27,400000,94.51,0.000000,23,,,2015,아파트,중개거래,"서울 서초구, 서울 송파구"
2024,11680,강남구,10300,개포동,1,대지,0187,0000,개포주공5단지,2024-09-27,278000,74.25,0.000000,12,,20241025,1983,아파트,중개거래,서울 강남구
2024,11470,양천구,10100,신정동,1,대지,1309,0000,롯데캐슬,2024-09-27,137000,84.73,0.000000,3,,,2004,아파트,중개거래,서울 양천구
2024,11680,강남구,10100,역삼동,1,대지,0825,0024,강남역 효성해링턴 타워 더퍼스트,2024-09-27,27200,24.77,32.759000,15,,,2014,오피스텔,중개거래,서울 강남구
2024,11470,양천구,10100,신정동,1,대지,0319,0018,헤리티지Ⅱ,2024-09-27,30800,27.05,35.860000,11,,,2020,오피스텔,중개거래,서울 양천구
2024,11290,성북구,13800,장위동,1,대지,0233,0280,아카시아,2024-09-27,33000,54.81,25.000000,-1,,,1993,연립다세대,중개거래,서울 성북구
2024,11680,강남구,10300,개포동,1,대지,0185,0000,개포주공6단지,2024-09-27,232000,53.06,0.000000,7,,,1983,아파트,중개거래,서울 강남구
2024,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(삼성),2024-09-27,82000,59.83,0.000000,13,,,2003,아파트,중개거래,서울 관악구
2024,11200,성동구,10800,응봉동,1,대지,0265,0047,(265-47),2024-09-27,33500,35.52,18.000000,1,,,1995,연립다세대,중개거래,서울 성동구
2024,11320,도봉구,10700,창동,1,대지,0715,0024,신건영빌리지2차1,2024-09-27,17000,34.64,20.000000,4,,,1993,연립다세대,중개거래,서울 도봉구
2024,11680,강남구,10300,개포동,1,대지,0185,0000,개포주공7단지,2024-09-27,249000,60.76,0.000000,5,,,1983,아파트,중개거래,서울 강남구
2024,11710,송파구,10700,가락동,1,대지,0079,0005,(79-5),2024-09-27,10000,30.24,30.240000,4,,,1994,오피스텔,중개거래,서울 송파구
2024,11260,중랑구,10400,묵동,1,대지,0233,0069,삼화주택,2024-09-27,9900,32.75,21.000000,-1,,,1991,연립다세대,중개거래,서울 중랑구
2024,11740,강동구,10500,길동,1,대지,0344,0005,대상,2024-09-27,82900,114.94,0.000000,9,,,1999,아파트,중개거래,서울 강동구
2024,11320,도봉구,10700,창동,1,대지,0804,0000,대우,2024-09-27,68000,84.88,0.000000,9,,,1995,아파트,중개거래,서울 도봉구
2024,11350,노원구,10600,중계동,1,대지,0598,0000,한화꿈에그린,2024-09-27,84000,84.902,0.000000,7,,,2005,아파트,중개거래,서울 노원구
2024,11350,노원구,10200,월계동,1,대지,0018,0000,한진한화그랑빌,2024-09-27,109000,114.97,0.000000,9,,,2002,아파트,중개거래,서울 노원구
2024,11530,구로구,10200,구로동,1,대지,0026,0000,신도림포스빌,2024-09-27,15500,24.15,50.360000,20,,,2004,오피스텔,중개거래,서울 구로구
2024,11530,구로구,10200,구로동,1,대지,0429,0028,도담마을(429-28),2024-09-27,40000,29.61,18.000000,4,,,2023,연립다세대,직거래,
2024,11290,성북구,10300,돈암동,1,대지,0609,0001,한진(609-1),2024-09-27,71500,84.87,0.000000,8,,,1998,아파트,중개거래,서울 성북구
2024,11710,송파구,10500,석촌동,1,대지,0234,0015,복돌빌라,2024-09-27,18400,23.97,11.000000,4,,,2003,연립다세대,중개거래,"서울 강서구, 서울 송파구"
2024,11650,서초구,10800,서초동,1,대지,1316,0005,부띠크 모나코,2024-09-27,240000,135.51,183.490000,19,,,2008,오피스텔,중개거래,서울 서초구
2024,11500,강서구,10200,등촌동,1,대지,0654,0043,동성(654-43),2024-09-27,47500,59.58,69.000000,2,,,1985,연립다세대,중개거래,서울 강서구
2024,11380,은평구,10700,응암동,1,대지,0120,0033,금강아트빌,2024-09-27,37800,46.45,16.000000,7,,,2019,연립다세대,중개거래,서울 은평구
2024,11200,성동구,10500,마장동,,,,,,2024-09-27,38000,43.15,149.000000,,,,1985,단독다가구,직거래,
2024,11560,영등포구,13200,신길동,1,대지,4964,0000,신길센트럴자이아파트,2024-09-27,129700,59.98,0.000000,22,,,2021,아파트,중개거래,"경기 광명시, 서울 영등포구"
2024,11560,영등포구,11000,여의도동,1,대지,0042,0000,한양,2024-09-27,370000,192.73,0.000000,10,,,1975,아파트,중개거래,서울 영등포구
2024,11290,성북구,13300,정릉동,1,대지,0508,0017,스카이현대빌라,2024-09-27,30000,76.71,45.000000,3,,,1991,연립다세대,중개거래,서울 성북구
2024,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,2024-09-27,266000,84.99,0.000000,8,,,2008,아파트,중개거래,서울 송파구
2024,11500,강서구,10300,화곡동,1,대지,0797,0009,올림푸스A,2024-09-27,17000,46.26,26.000000,5,,,2010,연립다세대,중개거래,서울 강서구
2024,11380,은평구,10300,불광동,1,대지,0111,0000,올레빌,2024-09-27,23000,31.29,20.000000,4,,,2012,연립다세대,중개거래,서울 은평구
2024,11710,송파구,10200,신천동,1,대지,0007,0000,장미1,2024-09-27,215000,71.2,0.000000,5,,,1979,아파트,중개거래,서울 송파구
2024,11350,노원구,10400,하계동,1,대지,0256,0005,한신동성,2024-09-27,102500,112.24,0.000000,14,,,1993,아파트,중개거래,서울 노원구
2024,11680,강남구,10300,개포동,1,대지,0176,0002,대치푸르지오발라드,2024-09-27,167280,59.995,0.000000,7,,,2024,아파트,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0362,0152,아데나팰리스,2024-09-27,30300,34.68,20.000000,5,,,2016,연립다세대,중개거래,서울 강남구
2024,11230,동대문구,10200,용두동,1,대지,0779,0000,신동아,2024-09-27,80000,84.63,0.000000,11,,,1994,아파트,중개거래,서울 동대문구
2024,11230,동대문구,11000,이문동,3,블럭,0257,0042,래미안 라그란데,2024-09-27,125000,74.98,0.000000,21,입주권,,0,아파트,중개거래,서울 동대문구
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,2024-09-27,57800,84.94,0.000000,6,,,1995,아파트,중개거래,서울 도봉구
2024,11530,구로구,10200,구로동,1,대지,0098,0004,대림역 와이즈플레이스,2024-09-27,13900,29.847,43.573000,12,,,2012,오피스텔,중개거래,서울 구로구
2024,11560,영등포구,11000,여의도동,1,대지,0525,0000,브라이튼여의도,2024-09-27,421500,101.95,0.000000,44,,,2023,아파트,직거래,
2024,11560,영등포구,11000,여의도동,1,대지,0525,0000,브라이튼여의도,2024-09-27,380000,101.95,0.000000,32,,,2023,아파트,직거래,
2024,11500,강서구,10100,염창동,1,대지,0266,0012,한빛어반뉴스토리,2024-09-27,23800,28.69,36.860000,4,,,2018,오피스텔,중개거래,서울 양천구
2024,11500,강서구,10100,염창동,1,대지,0266,0012,한빛어반뉴스토리,2024-09-27,23800,28.69,36.860000,4,,20240927,2018,오피스텔,중개거래,서울 양천구
2024,11290,성북구,13300,정릉동,1,대지,0376,0006,삼성홈타운,2024-09-27,34000,57.22,37.000000,3,,,2017,연립다세대,중개거래,서울 성북구
2024,11320,도봉구,10600,방학동,1,대지,0701,0015,거성학마을아파트,2024-09-27,69000,134.29,0.000000,7,,,1994,아파트,중개거래,서울 도봉구
2024,11740,강동구,10500,길동,1,대지,0384,0001,한빛골드빌1차,2024-09-27,59000,67.14,0.000000,17,,,2001,아파트,중개거래,서울 강동구
2024,11500,강서구,10500,마곡동,1,대지,0748,0000,마곡13단지힐스테이트마스터,2024-09-27,126000,59.982,0.000000,8,,,2017,아파트,중개거래,서울 강서구
2024,11215,광진구,10500,자양동,1,대지,0513,0006,자양하이츠빌라나동,2024-09-27,46500,44.91,25.000000,1,,,1991,연립다세대,중개거래,서울 광진구
2024,11140,중구,16200,신당동,,,,,,2024-09-27,335000,471.56,182.000000,,,20241028,1989,단독다가구,중개거래,서울 중구
2024,11560,영등포구,13200,신길동,1,대지,4974,0000,더샵파크프레스티지,2024-09-27,108500,59.899,0.000000,18,,,2022,아파트,중개거래,서울 영등포구
2024,11500,강서구,10600,내발산동,,,,,,2024-09-27,41500,127.93,94.000000,,,,1980,단독다가구,중개거래,서울 양천구
2024,11470,양천구,10200,목동,1,대지,0907,0000,현대월드타워,2024-09-27,22000,38.22,54.780000,19,,,1999,오피스텔,중개거래,서울 양천구
2024,11215,광진구,10900,군자동,1,대지,0032,0000,삼성홈타운빌,2024-09-27,29500,29.01,17.000000,5,,,2012,연립다세대,중개거래,서울 광진구
2024,11560,영등포구,11000,여의도동,1,대지,0525,0000,브라이튼여의도,2024-09-27,427500,113.965,0.000000,23,,,2023,아파트,직거래,
2024,11320,도봉구,10500,쌍문동,1,대지,0199,0001,금호1,2024-09-27,26500,36.36,0.000000,6,,,1990,아파트,중개거래,서울 도봉구
2024,11560,영등포구,11000,여의도동,1,대지,0525,0000,브라이튼여의도,2024-09-27,440500,113.965,0.000000,20,,,2023,아파트,직거래,
2024,11590,동작구,10700,사당동,1,대지,0419,0049,현대주택,2024-09-27,32000,49.08,31.000000,3,,,1990,연립다세대,직거래,
2024,11380,은평구,10200,녹번동,1,대지,0182,0000,거장카운티,2024-09-27,47200,38.701,0.000000,3,,,2020,아파트,중개거래,서울 은평구
2024,11230,동대문구,10900,휘경동,1,대지,0281,0024,현대캐슬,2024-09-27,34500,26.3,16.000000,5,,,2018,연립다세대,중개거래,서울 동대문구
2024,11380,은평구,10700,응암동,1,대지,0085,0019,S클래스,2024-09-27,20000,18.28,11.000000,5,,,2017,연립다세대,중개거래,"서울 은평구, 서울 종로구"
2024,11500,강서구,10600,내발산동,1,대지,0753,0000,마곡수명산파크4단지,2024-09-27,85000,59.84,0.000000,6,,,2008,아파트,중개거래,서울 강서구
